term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,max_pos_group,stop,dfidf,stem_porter,stem_snowball,stem_lancaster,df,idf,mean_tfidf,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
disparaging,1,11,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,disparag,disparag,disp,1,7.569855608330948,0.00010738907090836923,1,0,1,0,0,1,0,1,0,0,-1
dispel,1,6,9.180890160748206e-07,20.054862622964958,VB,1,{'VB'},VB,0,7.569855608330948,dispel,dispel,dispel,1,7.569855608330948,0.00011548216031015938,0,0,0,0,0,1,0,1,0,0,-1
displeased,5,10,4.590445080374103e-06,17.732934528077596,JJ,2,"{'NN', 'JJ'}",JJ,0,26.239637567217926,displeas,displeas,displeas,5,5.247927513443585,0.0005832203949846677,1,0,1,1,0,1,0,1,0,0,-1
displeasure,9,11,8.262801144673386e-06,16.884937621522646,NN,2,"{'NN', 'VBZ'}",NN,0,39.599375461997724,displeasur,displeasur,displeas,9,4.399930606888636,0.0007157193767415023,0,0,1,0,0,1,0,0,0,0,-1
disposed,6,8,5.508534096448923e-06,17.4699001222438,VBN,2,"{'VBD', 'VBN'}",VB,0,29.90935864565875,dispos,dispos,dispos,6,4.984893107609792,0.0008130696068110041,0,1,0,0,0,0,1,0,0,1,1
dispute,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,disput,disput,disput,1,7.569855608330948,0.00014078213889401055,1,0,0,0,0,1,0,0,0,0,-1
disqualified,2,12,1.836178032149641e-06,19.054862622964958,VBN,1,{'VBN'},VB,0,13.139711216661896,disqualifi,disqualifi,disqual,2,6.569855608330948,0.0001643123493223722,1,0,1,0,0,1,0,1,0,0,-1
disregarded,2,11,1.836178032149641e-06,19.054862622964958,VBD,1,{'VBD'},VB,0,13.139711216661896,disregard,disregard,disregard,2,6.569855608330948,0.00020528669876935867,0,0,1,0,0,1,0,0,0,0,-1
disrespect,1,10,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,disrespect,disrespect,disrespect,1,7.569855608330948,0.00010767931164055402,1,0,0,0,0,1,0,0,0,0,-1
disruption,4,10,3.672356064299282e-06,18.054862622964958,NN,1,{'NN'},NN,0,17.954679322829374,disrupt,disrupt,disrupt,3,5.984893107609792,0.000422925508749059,1,0,0,1,0,1,0,0,1,0,-1
disservice,1,10,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,disservic,disservic,disserv,1,7.569855608330948,0.00016810694222364972,1,0,1,0,0,1,0,1,0,0,-1
distaste,5,8,4.590445080374103e-06,17.732934528077596,NN,1,{'NN'},NN,0,26.239637567217926,distast,distast,distast,5,5.247927513443585,0.0006060214782325743,0,0,1,0,0,1,0,0,0,0,-1
distorted,8,9,7.344712128598564e-06,17.054862622964958,VBN,3,"{'VBD', 'VBN', 'JJ'}",VB,0,33.33750480391341,distort,distort,distort,7,4.762500686273344,0.0007434664183919472,0,0,1,0,0,1,0,0,0,0,-1
distracted,29,10,2.6624581466169797e-05,15.196881627837385,VBN,5,"{'NN', 'VBD', 'VBN', 'JJ', 'NNP'}",VB,0,77.35001921565362,distract,distract,distract,28,2.7625006862733437,0.0014375900382234419,1,0,0,0,0,1,0,0,0,0,-1
distracting,5,11,4.590445080374103e-06,17.732934528077596,NN,3,"{'NN', 'VBG', 'NNS'}",NN,0,26.239637567217926,distract,distract,distract,5,5.247927513443585,0.0005135602215507371,1,1,0,0,0,1,0,0,0,0,-1
distraught,4,10,3.672356064299282e-06,18.054862622964958,NN,2,"{'NN', 'VBN'}",NN,0,22.27942243332379,distraught,distraught,distraught,4,5.569855608330948,0.00037340531573490257,0,0,0,0,0,1,0,1,0,0,-1
distress,4,8,3.672356064299282e-06,18.054862622964958,NN,1,{'NN'},NN,0,22.27942243332379,distress,distress,distress,4,5.569855608330948,0.00039345488522090196,1,0,1,1,0,1,0,1,1,0,-1
distressed,8,10,7.344712128598564e-06,17.054862622964958,JJ,3,"{'NN', 'VB', 'JJ'}",JJ,0,33.33750480391341,distress,distress,distress,7,4.762500686273344,0.0006624759904976577,0,0,0,1,0,1,0,0,0,0,-1
distressing,2,11,1.836178032149641e-06,19.054862622964958,VBG,1,{'VBG'},VB,0,13.139711216661896,distress,distress,distress,2,6.569855608330948,0.00021445709634350502,1,0,0,1,0,1,0,0,0,0,-1
disturbance,13,11,1.1935157208972667e-05,16.354422904823867,NN,1,{'NN'},NN,0,45.214663886630156,disturb,disturb,disturb,11,4.1104239896936505,0.0011145345278422085,1,0,0,1,0,1,0,1,1,0,-1
disturbed,29,9,2.6624581466169797e-05,15.196881627837385,VBD,6,"{'RB', 'NN', 'VBD', 'VBN', 'JJ', 'NNP'}",VB,0,74.60481314493624,disturb,disturb,disturb,26,2.8694158901898557,0.0015569927684706737,1,0,0,0,0,1,0,1,0,0,-1
disused,1,7,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,disus,disus,disus,1,7.569855608330948,0.00017026215943164526,1,0,0,0,0,1,0,0,0,0,-1
diverse,1,7,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,divers,divers,divers,1,7.569855608330948,0.00019821564829355717,0,0,0,0,0,1,1,0,0,0,0
diversion,13,9,1.1935157208972667e-05,16.354422904823867,NN,2,"{'NN', 'NNP'}",NN,0,36.55884486664758,divers,divers,divert,8,4.569855608330948,0.0011945531975060724,0,0,0,0,0,0,1,0,1,0,1
divorce,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,divorc,divorc,divorc,1,7.569855608330948,0.00014435270038769924,1,0,1,1,0,1,0,1,1,1,-1
doctor,2,6,1.836178032149641e-06,19.054862622964958,VB,2,"{'NNS', 'VB'}",VB,0,13.139711216661896,doctor,doctor,doct,2,6.569855608330948,0.00024681336303412216,0,0,0,0,0,0,1,0,0,1,1
dolphin,2,7,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,dolphin,dolphin,dolphin,2,6.569855608330948,0.00022640726376859407,0,0,0,0,1,0,1,0,1,1,1
dominate,1,8,9.180890160748206e-07,20.054862622964958,VB,1,{'VB'},VB,0,7.569855608330948,domin,domin,domin,1,7.569855608330948,0.00020224033150763952,1,0,0,1,0,1,1,0,0,0,0
domination,2,10,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,domin,domin,domin,2,6.569855608330948,0.0003931370145064079,1,0,0,1,0,1,0,1,0,0,-1
don,117,3,0.00010741641488075401,13.184497903381553,NN,10,"{'NNS', 'RB', 'CD', 'NN', 'POS', 'VBZ', 'VB', 'VBP', 'JJ', 'NNP'}",NN,1,87.33488297997393,don,don,don,37,2.360402242701998,0.006183665892571393,0,0,0,0,0,0,1,0,0,1,1
donkey,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,donkey,donkey,donkey,1,7.569855608330948,0.0001433141917518165,0,0,1,0,0,1,0,0,0,0,-1
doom,3,4,2.7542670482244616e-06,18.4699001222438,NN,1,{'NN'},NN,0,17.954679322829374,doom,doom,doom,3,5.984893107609792,0.0003042420386835503,0,0,0,1,0,1,0,0,0,0,-1
doomed,2,6,1.836178032149641e-06,19.054862622964958,VBN,1,{'VBN'},VB,0,13.139711216661896,doom,doom,doom,2,6.569855608330948,0.00023446178359315723,0,0,0,1,0,1,0,1,0,0,-1
doubt,105,5,9.639934668785617e-05,13.340617105298834,NN,4,"{'NN', 'RB', 'VBP', 'VB'}",NN,0,100.74226660991793,doubt,doubt,doubt,73,1.3800310494509307,0.002937956905954597,0,0,0,1,0,1,0,1,0,1,-1
doubtless,1,9,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,doubtless,doubtless,doubtless,1,7.569855608330948,0.0001606505859153427,0,0,0,0,0,0,1,0,0,1,1
downfall,11,8,1.0098979176823027e-05,16.59543100432766,NN,2,"{'NN', 'NNP'}",NN,0,39.599375461997724,downfal,downfal,downfal,9,4.399930606888636,0.0010029023230019567,0,0,0,1,0,1,0,1,0,0,-1
dread,25,5,2.2952225401870515e-05,15.411006433190233,NN,6,"{'NN', 'VBD', 'VB', 'VBP', 'JJ', 'NNP'}",NN,0,66.72830189659594,dread,dread,dread,21,3.1775381855521876,0.0014916793038361389,0,1,0,1,0,1,0,0,0,0,-1
dreadful,55,8,5.049489588411513e-05,14.273502909440298,JJ,6,"{'NNS', 'CD', 'RB', 'NN', 'JJ', 'NNP'}",JJ,0,86.39750184799087,dread,dread,dread,36,2.3999306068886352,0.0022085499911387034,1,1,1,1,0,1,0,1,0,0,-1
dreadfully,2,10,1.836178032149641e-06,19.054862622964958,RB,1,{'RB'},RB,0,13.139711216661896,dread,dread,dread,2,6.569855608330948,0.00023640376933639997,0,0,1,1,0,1,0,1,1,0,-1
dreary,3,6,2.7542670482244616e-06,18.4699001222438,JJ,1,{'JJ'},JJ,0,17.954679322829374,dreari,dreari,dre,3,5.984893107609792,0.0002994857768733277,0,0,0,0,0,1,0,1,0,0,-1
drown,13,5,1.1935157208972667e-05,16.354422904823867,VB,4,"{'NN', 'VBP', 'VB', 'JJ'}",VB,0,42.47927513443585,drown,drown,drown,10,4.247927513443585,0.0012636566666171492,0,0,0,1,0,1,0,1,0,0,-1
drunken,3,7,2.7542670482244616e-06,18.4699001222438,JJ,2,"{'NN', 'JJ'}",JJ,0,17.954679322829374,drunken,drunken,drunk,3,5.984893107609792,0.0003694004623558175,0,0,1,0,0,1,0,0,0,0,-1
dubious,2,7,1.836178032149641e-06,19.054862622964958,JJ,1,{'JJ'},JJ,0,13.139711216661896,dubiou,dubious,duby,2,6.569855608330948,0.00027197979044513637,0,0,0,1,0,1,0,0,0,1,-1
duel,28,4,2.5706492450094975e-05,15.247507700907354,NN,5,"{'NN', 'VBD', 'VB', 'VBP', 'NNP'}",NN,0,59.200677040370344,duel,duel,duel,17,3.4823927670806083,0.00217228618051136,1,1,0,1,0,0,0,0,0,0,0
dull,57,4,5.2331073916264776e-05,14.221972608800217,JJ,4,"{'NN', 'RB', 'VB', 'JJ'}",JJ,0,92.85865554652062,dull,dull,dul,44,2.1104239896936505,0.002247335485015828,0,0,0,0,0,1,0,1,0,0,-1
dungeon,89,7,8.170992243065904e-05,13.57912919199856,NN,1,{'NN'},NN,0,77.35001921565362,dungeon,dungeon,dungeon,28,2.7625006862733437,0.00424569177965591,0,0,0,1,0,1,0,0,0,0,-1
duplicity,1,9,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,duplic,duplic,dupl,1,7.569855608330948,0.0001674006105336344,1,0,0,0,0,1,0,0,0,0,-1
durable,1,7,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,durabl,durabl,dur,1,7.569855608330948,0.00018617451078039714,0,0,0,0,0,0,1,0,0,1,1
dwarfed,1,7,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,dwarf,dwarf,dwarf,1,7.569855608330948,0.00011548216031015938,0,0,0,1,0,1,0,1,0,0,-1
dying,62,5,5.692151899663888e-05,14.100666312578083,VBG,6,"{'NN', 'VBN', 'VB', 'VBP', 'JJ', 'VBG'}",VB,0,92.85865554652062,die,die,dying,44,2.1104239896936505,0.002498764569760914,1,0,1,1,0,1,0,1,0,0,-1
eager,31,5,2.846075949831944e-05,15.100666312578083,JJ,4,"{'NN', 'VBP', 'NNP', 'JJ'}",JJ,0,78.6443637828979,eager,eager,eag,29,2.711874613203376,0.0015338485349370712,0,1,0,0,1,0,1,0,1,1,1
eagerness,4,9,3.672356064299282e-06,18.054862622964958,NN,1,{'NN'},NN,0,22.27942243332379,eager,eager,eag,4,5.569855608330948,0.0004269231653022497,0,1,0,0,1,0,1,0,0,1,1
ecstasy,3,7,2.7542670482244616e-06,18.4699001222438,NN,1,{'NN'},NN,0,17.954679322829374,ecstasi,ecstasi,ecstasy,3,5.984893107609792,0.00044296594467459893,0,1,0,0,1,0,1,0,0,0,1
ecstatic,4,8,3.672356064299282e-06,18.054862622964958,NN,2,"{'NN', 'JJ'}",NN,0,22.27942243332379,ecstat,ecstat,ecst,4,5.569855608330948,0.000372806564753549,0,1,0,0,1,0,1,0,1,0,1
educational,16,11,1.4689424257197129e-05,16.054862622964958,NNP,2,"{'NNP', 'JJ'}",NN,0,36.55884486664758,educ,educ,educ,8,4.569855608330948,0.0011995650460099319,0,0,0,0,0,0,1,0,0,1,1
effective,10,9,9.180890160748207e-06,16.732934528077596,JJ,2,"{'NNP', 'JJ'}",JJ,0,42.47927513443585,effect,effect,effect,10,4.247927513443585,0.0007065198150671822,0,0,0,0,0,0,1,0,0,1,1
efficient,3,9,2.7542670482244616e-06,18.4699001222438,JJ,1,{'JJ'},JJ,0,17.954679322829374,effici,effici,efficy,3,5.984893107609792,0.00030260584992052687,0,1,0,0,0,0,1,0,0,1,1
egregious,1,9,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,egregi,egregi,egregy,1,7.569855608330948,0.00013505540782035588,1,0,1,0,0,1,0,0,0,0,-1
elated,5,6,4.590445080374103e-06,17.732934528077596,VBN,3,"{'VBN', 'VB', 'JJ'}",VB,0,26.239637567217926,elat,elat,el,5,5.247927513443585,0.0004575061145707802,0,0,0,0,1,0,1,0,0,0,1
elder,71,5,6.518432014131225e-05,13.905115503460276,NNP,5,"{'RB', 'NN', 'VB', 'JJ', 'NNP'}",NN,0,57.117689733295165,elder,elder,eld,16,3.569855608330948,0.004353818090650086,0,0,0,0,0,0,1,0,0,1,1
elders,1,6,9.180890160748206e-07,20.054862622964958,NNS,1,{'NNS'},NN,0,7.569855608330948,elder,elder,eld,1,7.569855608330948,0.0001520662034618511,0,0,0,0,0,0,1,0,0,1,1
elect,1,5,9.180890160748206e-07,20.054862622964958,VB,1,{'VB'},VB,0,7.569855608330948,elect,elect,elect,1,7.569855608330948,0.00012648046129207932,0,0,0,0,0,0,1,0,0,1,1
electric,15,8,1.3771335241122308e-05,16.147972027356438,JJ,1,{'JJ'},JJ,0,47.8187172913175,electr,electr,elect,12,3.9848931076097918,0.0013547017613331097,0,0,0,0,1,0,1,0,1,0,1
elegance,1,8,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,eleg,eleg,eleg,1,7.569855608330948,0.00010681325819572384,0,1,0,0,1,0,1,0,0,1,1
elegant,4,7,3.672356064299282e-06,18.054862622964958,JJ,2,"{'RB', 'JJ'}",JJ,0,17.954679322829374,eleg,eleg,eleg,3,5.984893107609792,0.0003891599351750712,0,0,0,0,1,0,1,0,0,0,1
elf,261,3,0.00023962123319552818,12.026956626395073,NN,10,"{'CD', 'NN', 'VBD', 'VBZ', 'VB', 'PRP', 'VBP', 'JJ', 'FW', 'NNP'}",NN,0,99.00703886747377,elf,elf,elf,57,1.7369655941662063,0.008076045412568728,1,0,1,1,0,0,0,0,0,0,0
elite,1,5,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,elit,elit,elit,1,7.569855608330948,0.00012036660213596673,0,1,0,0,1,0,1,0,0,1,1
elusive,4,7,3.672356064299282e-06,18.054862622964958,JJ,2,"{'NN', 'JJ'}",JJ,0,22.27942243332379,elus,elus,elud,4,5.569855608330948,0.00036104498426837723,0,0,0,0,0,1,0,0,1,0,-1
emaciated,4,9,3.672356064299282e-06,18.054862622964958,JJ,3,"{'VBG', 'VBN', 'JJ'}",JJ,0,22.27942243332379,emaci,emaci,em,4,5.569855608330948,0.00042193768786327035,0,0,0,1,0,1,0,1,0,0,-1
embarrass,2,9,1.836178032149641e-06,19.054862622964958,VB,2,"{'VBZ', 'VB'}",VB,0,13.139711216661896,embarrass,embarrass,embarrass,2,6.569855608330948,0.00026161876971723806,0,0,0,0,0,1,0,1,0,0,-1
embarrassment,7,13,6.426623112523744e-06,17.247507700907352,NN,1,{'NN'},NN,0,33.33750480391341,embarrass,embarrass,embarrass,7,4.762500686273344,0.0007362371015726859,0,0,0,1,0,1,0,1,1,0,-1
embrace,7,7,6.426623112523744e-06,17.247507700907352,VB,3,"{'NN', 'CC', 'VB'}",VB,0,33.33750480391341,embrac,embrac,embrac,7,4.762500686273344,0.0005929974827658262,0,1,0,0,1,0,1,0,1,1,1
emergency,4,9,3.672356064299282e-06,18.054862622964958,NN,1,{'NN'},NN,0,22.27942243332379,emerg,emerg,emerg,4,5.569855608330948,0.00045752698545851187,0,0,0,1,0,1,0,1,1,0,-1
enable,8,6,7.344712128598564e-06,17.054862622964958,VB,1,{'VB'},VB,0,29.90935864565875,enabl,enabl,en,6,4.984893107609792,0.000659831611437178,0,0,0,0,0,0,1,0,0,1,1
enchant,5,7,4.590445080374103e-06,17.732934528077596,VB,3,"{'NN', 'VB', 'JJ'}",VB,0,22.27942243332379,enchant,enchant,ench,4,5.569855608330948,0.0004482051496529753,0,1,0,0,1,0,1,0,1,0,1
enchanted,45,9,4.131400572336693e-05,14.563009526635282,JJ,5,"{'RB', 'NN', 'VBD', 'VBN', 'JJ'}",JJ,0,79.88895038167287,enchant,enchant,ench,30,2.662965012722429,0.0018944043020498688,0,0,0,0,1,0,1,0,0,1,1
enchanting,2,10,1.836178032149641e-06,19.054862622964958,VB,2,"{'VBG', 'VB'}",VB,0,7.569855608330948,enchant,enchant,ench,1,7.569855608330948,0.0003494854851491666,0,1,0,0,1,0,1,0,0,0,1
encourage,2,9,1.836178032149641e-06,19.054862622964958,VB,1,{'VB'},VB,0,13.139711216661896,encourag,encourag,enco,2,6.569855608330948,0.000347940312787617,0,0,0,0,1,0,1,0,0,1,1
encyclopedia,1,12,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,encyclopedia,encyclopedia,encycloped,1,7.569855608330948,0.00015442381901939917,0,0,0,0,0,0,1,0,0,1,1
endanger,1,8,9.180890160748206e-07,20.054862622964958,VBZ,1,{'VBZ'},VB,0,7.569855608330948,endang,endang,endang,1,7.569855608330948,0.00024000810425906622,0,1,0,1,0,1,0,0,0,0,-1
endless,11,7,1.0098979176823027e-05,16.59543100432766,JJ,2,"{'NN', 'JJ'}",JJ,0,42.47927513443585,endless,endless,endless,10,4.247927513443585,0.0008021254839397166,1,0,0,1,1,1,1,1,0,1,0
enemy,21,5,1.9279869337571232e-05,15.662545200186198,NN,1,{'NN'},NN,0,61.19875092399543,enemi,enemi,enemy,18,3.3999306068886352,0.001460138923115078,1,0,1,1,0,1,0,0,0,0,-1
enforce,2,7,1.836178032149641e-06,19.054862622964958,NNP,2,"{'NNP', 'VB'}",NN,0,13.139711216661896,enforc,enforc,enforc,2,6.569855608330948,0.00024931009683289363,1,0,0,1,0,1,1,0,0,0,0
engaged,2,7,1.836178032149641e-06,19.054862622964958,VBN,1,{'VBN'},VB,0,13.139711216661896,engag,engag,eng,2,6.569855608330948,0.00019902145135839637,0,1,0,0,1,0,1,0,0,1,1
engaging,1,8,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,engag,engag,eng,1,7.569855608330948,0.00010738907090836923,0,0,0,0,1,0,1,0,0,1,1
enigmatic,1,9,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,enigmat,enigmat,enigm,1,7.569855608330948,0.00022134080726113884,0,0,0,1,0,1,0,0,0,0,-1
enjoy,29,5,2.6624581466169797e-05,15.196881627837385,VB,5,"{'CD', 'NN', 'VB', 'VBP', 'NNP'}",VB,0,77.35001921565362,enjoy,enjoy,enjoy,28,2.7625006862733437,0.0015543277352700654,0,1,0,0,1,0,1,0,0,1,1
enjoying,50,8,4.590445080374103e-05,14.411006433190233,VBG,2,"{'VBG', 'JJ'}",VB,0,89.09368218927928,enjoy,enjoy,enjoy,39,2.2844533894686996,0.0022647373402691078,0,1,0,0,1,0,1,0,0,1,1
enlighten,1,9,9.180890160748206e-07,20.054862622964958,VB,1,{'VB'},VB,0,7.569855608330948,enlighten,enlighten,enlight,1,7.569855608330948,0.00014866173622016786,0,0,0,0,1,0,1,0,0,1,1
enmity,5,6,4.590445080374103e-06,17.732934528077596,NN,1,{'NN'},NN,0,22.27942243332379,enmiti,enmiti,enm,4,5.569855608330948,0.0005028734363586198,1,0,0,1,0,1,0,1,0,0,-1
enslaved,5,8,4.590445080374103e-06,17.732934528077596,NN,3,"{'NN', 'RB', 'JJ'}",NN,0,26.239637567217926,enslav,enslav,enslav,5,5.247927513443585,0.0005008913067041357,1,0,1,1,0,1,0,1,0,0,-1
entangled,3,9,2.7542670482244616e-06,18.4699001222438,RB,3,"{'VBN', 'RB', 'JJ'}",RB,0,17.954679322829374,entangl,entangl,entangl,3,5.984893107609792,0.00042176289682922515,1,0,1,1,0,1,0,1,0,0,-1
entertained,1,11,9.180890160748206e-07,20.054862622964958,VBP,1,{'VBP'},VB,0,7.569855608330948,entertain,entertain,entertain,1,7.569855608330948,0.00010681325819572384,0,0,0,0,1,0,1,0,0,0,1
entertaining,8,12,7.344712128598564e-06,17.054862622964958,VBG,3,"{'VBD', 'VBG', 'JJ'}",VB,0,36.55884486664758,entertain,entertain,entertain,8,4.569855608330948,0.0007196784387708473,0,1,0,0,1,0,1,0,0,0,1
entertainment,5,13,4.590445080374103e-06,17.732934528077596,NN,1,{'NN'},NN,0,26.239637567217926,entertain,entertain,entertain,5,5.247927513443585,0.0005472243857850837,0,1,0,0,1,0,1,0,1,1,1
enthusiasm,20,10,1.8361780321496413e-05,15.732934528077596,NN,2,"{'NN', 'JJ'}",NN,0,59.200677040370344,enthusiasm,enthusiasm,enthusiasm,17,3.4823927670806083,0.0012072330815256686,0,1,0,0,1,0,1,0,1,0,1
entrails,2,8,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,entrail,entrail,entrail,2,6.569855608330948,0.00026325019164810773,0,0,1,0,0,1,0,0,0,0,-1
eradication,1,11,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,erad,erad,erad,1,7.569855608330948,0.0001562405698313921,1,0,1,1,0,1,0,0,0,0,-1
erase,1,5,9.180890160748206e-07,20.054862622964958,VB,1,{'VB'},VB,0,7.569855608330948,eras,eras,eras,1,7.569855608330948,0.00011036383741552629,0,0,0,1,0,1,0,0,0,0,-1
erratic,1,7,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,errat,errat,er,1,7.569855608330948,0.00012648046129207932,0,0,0,0,0,1,0,0,1,0,-1
error,3,5,2.7542670482244616e-06,18.4699001222438,NN,1,{'NN'},NN,0,17.954679322829374,error,error,er,3,5.984893107609792,0.0004360912905767857,0,0,0,0,0,1,0,1,0,0,-1
erupt,6,5,5.508534096448923e-06,17.4699001222438,VB,3,"{'NN', 'VBP', 'VB'}",VB,0,29.90935864565875,erupt,erupt,erupt,6,4.984893107609792,0.0005426777576368805,1,0,0,0,0,1,0,0,1,0,-1
eruption,2,8,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,erupt,erupt,erupt,2,6.569855608330948,0.000279416458338992,1,0,0,1,0,1,0,0,1,0,-1
escape,84,6,7.711947735028493e-05,13.662545200186198,VB,6,"{'NN', 'IN', 'VB', 'VBP', 'JJ', 'NNP'}",VB,0,99.54554097917729,escap,escap,escap,59,1.6872125589691065,0.0027962953307965593,0,1,0,1,0,1,1,0,0,0,0
established,3,11,2.7542670482244616e-06,18.4699001222438,VBN,2,"{'VBN', 'RB'}",VB,0,17.954679322829374,establish,establish,est,3,5.984893107609792,0.00036129446609545586,0,0,0,0,1,0,1,0,0,0,1
esteem,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,esteem,esteem,esteem,1,7.569855608330948,0.00011318564007671871,0,0,0,0,1,0,1,1,0,1,1
evade,5,5,4.590445080374103e-06,17.732934528077596,VB,1,{'VB'},VB,0,26.239637567217926,evad,evad,evad,5,5.247927513443585,0.0005624695677290982,1,0,1,1,0,1,0,0,0,0,-1
eventuality,1,11,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,eventu,eventu,ev,1,7.569855608330948,0.0001520662034618511,0,1,0,1,0,0,0,0,0,0,0
evident,3,7,2.7542670482244616e-06,18.4699001222438,JJ,2,"{'VB', 'JJ'}",JJ,0,17.954679322829374,evid,evid,evid,3,5.984893107609792,0.00029516640170484964,0,0,0,0,0,0,1,0,0,1,1
evil,52,4,4.774062883589067e-05,14.354422904823865,JJ,7,"{'RB', 'NN', 'VBZ', 'VB', 'VBP', 'JJ', 'NNP'}",JJ,0,89.09368218927928,evil,evil,evil,39,2.2844533894686996,0.0025820240346683386,1,0,1,1,0,1,0,1,0,0,-1
exaggerate,1,10,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,exagger,exagger,exag,1,7.569855608330948,0.00021305532249735288,1,0,0,0,0,1,0,0,0,0,-1
examination,31,11,2.846075949831944e-05,15.100666312578083,NN,1,{'NN'},NN,0,50.30240657246812,examin,examin,examin,13,3.8694158901898557,0.0018568804325859384,0,0,0,1,0,1,0,0,1,0,-1
exasperation,14,12,1.2853246225047488e-05,16.247507700907352,NN,1,{'NN'},NN,0,50.30240657246812,exasper,exasper,exasp,13,3.8694158901898557,0.001214572326508088,1,0,1,0,0,1,0,0,0,0,-1
excellent,113,9,0.00010374405881645472,13.23468366054977,JJ,10,"{'NNS', 'CD', 'NN', 'POS', 'VBD', 'IN', 'VB', 'JJ', 'CC', 'NNP'}",JJ,0,100.80270816148136,excel,excel,excel,68,1.4823927670806083,0.0034309380237687033,0,0,0,0,1,0,1,0,0,1,1
exchange,20,8,1.8361780321496413e-05,15.732934528077596,NN,3,"{'NN', 'VBP', 'VB'}",NN,0,63.11663380285988,exchang,exchang,exchang,19,3.321928094887362,0.001422283013168323,0,0,0,0,0,0,1,0,0,1,1
excited,74,7,6.793858718953673e-05,13.845409257336009,JJ,8,"{'NNS', 'RB', 'NN', 'VBN', 'VBD', 'VB', 'JJ', 'NNP'}",JJ,0,98.36727421434585,excit,excit,excit,55,1.7884958948062883,0.002724140342316708,0,1,0,0,1,0,1,0,1,1,1
excitement,87,10,7.987374439850939e-05,13.611919127116229,NN,5,"{'NNS', 'RB', 'NN', 'JJ', 'PDT'}",NN,0,100.17087647253251,excit,excit,excit,62,1.6156592979440727,0.002558619020499919,0,1,0,0,1,0,1,0,1,0,1
exciting,19,8,1.744369130542159e-05,15.806935109521373,JJ,3,"{'NN', 'VBG', 'JJ'}",JJ,0,63.11663380285988,excit,excit,excit,19,3.321928094887362,0.0014951471003072211,0,1,0,0,1,0,1,0,1,0,1
excruciating,3,12,2.7542670482244616e-06,18.4699001222438,VBG,1,{'VBG'},VB,0,17.954679322829374,excruci,excruci,excrucy,3,5.984893107609792,0.0003661570765032767,0,0,0,1,0,1,0,0,0,0,-1
execution,6,9,5.508534096448923e-06,17.4699001222438,NN,1,{'NN'},NN,0,17.954679322829374,execut,execut,execut,3,5.984893107609792,0.0006421806153329504,1,0,0,1,0,1,0,1,0,1,-1
executioner,10,11,9.180890160748207e-06,16.732934528077596,NN,2,"{'NN', 'JJ'}",NN,0,13.139711216661896,execution,execution,execut,2,6.569855608330948,0.001118567211894875,1,0,0,1,0,1,0,1,0,0,-1
